message_id,Label,Score,Category,ie_extraction
66ce2c27-45b1-40ba-ad47-381192b78498,61a,NA,assert,"Clear, DeliberatePlan, MakeCommitment"
701de655-99a8-416e-bbf4-0e4042738bcc,61b,1.0,acknowledge,DeliberatePlan
06d9efc9-1605-480b-afc8-c4e3f5edc8a3,62a,NA,assert,
68f4c40d-fd9c-4289-a552-6e185a1fc36e,63a,NA,assert,Agreement
5ab7aabc-e3ab-4084-8238-0438ca8dec43,62b.63b,2.0,info-provide.info-provide,"Agreement, Precedence"
3bcca2ac-c77d-452a-a5ed-e56da13c630b,64a,NA,info-request,
11b6ccc6-393e-4430-b0d3-13eb5679956e,64b,3.0,info-provide,
e50310ca-0e8a-4f3e-b8ea-f65335f5cdd4,64c,NA,acknowledge,"Agreement, MakeCommitment, MakeCommitment, MoveTo, Precedence"
f5796b4f-9908-4704-9e20-3cf36e126667,65a,NA,assert,Agreement
df5f71a1-13d5-4888-92dc-7b8df8537ee2,66a,NA,info-request,KnowledgeSharing
9cb0d8b7-25f1-4946-9e73-7116c543c08a,66a+,NA,info-request,Agreement
0a49b420-4b96-428e-968f-83549aede8b3,66a++,NA,info-request,"DeliberatePlan, Precedence"
256b394a-b56b-46e3-b3f4-5c0e363f8228,66b,3.0,info-provide,Agreement
482a78c2-60c0-4c8d-9505-ed9da53e9aa6,67a.68a,NA,action-directive.assert,"Agreement, DeliberatePlan, MarkerBlock, ReportLocation"
65a3ada1-ee40-498d-8cc5-e9d9712b42ef,67b.68b,2.0,acknowledge.acknowledge,"ContingentPlan, MarkerBlock"
90a4d865-fc6e-477d-96b1-4815a911fab4,67c.68c,NA,acknowledge.acknowledge,"KnowledgeSharing, Question, YesNoQuestion"
385a083a-9b1c-4034-9165-9e2de31c10a0,69a.70a,NA,action-directive.assert,"Agreement, Agreement, CriticalMarkerBlock"
abebc944-4ac2-4c2d-b134-f9512b613809,70b,2.0,accept,"Agreement, Agreement, Agreement, MoveTo, YesNoQuestion"
f76aa0ff-2df6-42e3-b14a-8e7e60bb4ce4,71a,NA,action-directive,"DeliberatePlan, DeliberatePlan, Disagreement"
d7231d88-07f0-4125-bd78-8ba996f0986a,71b,1.0,accept,"Agreement, Agreement, Agreement, DeliberatePlan, DeliberatePlan, LocationQuestion"
cf5b3cb6-5520-411f-84a5-d25723770765,72a,NA,action-directive,"Agreement, Agreement"
dcf985e7-2c7e-441c-97ad-e772eb0c1424,72b,2.0,accept,Agreement
5a271359-1216-47dd-9063-b18c0aeae5ef,73a,NA,assert,"Enter, Gratitude, KnowledgeSharing"
989de17e-ef04-4e5e-9e1d-606606ba280c,74a,NA,assert,"Agreement, Agreement, Enter"
f6d2e1b2-0af5-4a3e-b7dc-48ce80e5be9e,75a,NA,action-directive,Agreement
80f28e80-f890-4c3e-8a75-ddc0176afa29,75b,2.0,accept,
a4f88d88-716b-48fe-a2da-03270410220a,76a,NA,assert,Agreement
a2d059f1-31d5-4f9e-8a25-90ffc6960050,75b+,2.0,accept,Agreement
6fe8218e-96b6-4486-8011-1821412cf862,77a,NA,commit,"Agreement, KnowledgeSharing"
e447aa28-1620-4733-abd0-b6f221b560a7,78a,NA,assert,KnowledgeSharing
82473a0c-6c6f-47ec-a9b5-6790406280a7,79a.80a,NA,assert.info-request,
47d7e40a-6bcd-4f6d-a465-2ad670c46a9a,79b,2.0,accept,"Agreement, Instruction"
7f1f767b-2d1f-4ebf-ad7f-1a9bef49acb1,79b+,2.0,accept,"LocationQuestion, Precedence"
08a9715c-77e3-4244-81b8-61e026fc4750,79c,NA,info-provide,"Agreement, Agreement"
ffcc8570-8614-4318-b6dd-7a31714a0c4d,81a,NA,action-directive,Agreement
eeeebac5-14a7-470e-8e97-b79d54bdc75d,81a+,NA,action-directive,Agreement
6d96c296-0173-4827-9bf5-e26f7eee00e3,82a,NA,assert,YesNoQuestion
a9bcec1f-34ef-459d-b757-b248f8217a45,83a.84a,NA,assert.action-directive,ReportLocation
1f991dac-8622-4592-b215-872d8d9f40e1,84b.85a,1.0,accept.assert,"KnowledgeSharing, MoveTo, YesNoQuestion"
c32402a3-ab0c-4171-ad8f-3c8306eba5ba,85a+,NA,assert,Agreement
7a012e4a-4cf2-48b0-8500-188e4c762d1e,86a,NA,assert,"Agreement, Damage, Instruction, KnowledgeSharing, LocationQuestion"
8e2c84e4-10a4-430d-af41-88133c7a741d,87a,NA,action-directive,"KnowledgeSharing, NeedAction, NeedAction, NeedAction, ReportLocation"
386ce820-a69a-4f86-9921-1ed244e45983,87a+,NA,action-directive,Agreement
d2b9850c-79a0-41ca-a91c-fc765ce7cb6b,88a,NA,assert,"Agreement, DeliberatePlan, Gratitude"
912ee2c8-0dbc-45cf-8e06-4f1c512dc4ca,89a,NA,assert,"Agreement, Agreement, Clear, DeliberatePlan, DeliberatePlan, KnowledgeSharing, MakeCommitment, MoveTo, Precedence, Precedence"
6d400622-9ad1-4d50-b4eb-8674881cf250,1a,NA,assert,Agreement
5a4ecc98-9036-40be-925f-2acc0014d162,2a,NA,action-directive,DeliberatePlan
0fada69a-b883-4229-8352-f8c492c917ef,2b-1,3.0,accept,Agreement
b29fe07a-490e-40b0-a9f3-3329a6c9625e,2b-1+,3.0,accept,
35feb2fa-4197-408d-b175-bd078d31ab5b,2b-2,2.0,accept,"Agreement, Clear, ContingentPlan"
fc55806c-289a-43d4-ac76-c69262a5e80e,3a,NA,assert,"Agreement, MakeCommitment, Move, MoveTo, NeedAction, Precedence, Precedence, Precedence"
9c5f0fa5-d954-4101-b4dc-91ed0565a5d8,3b,2.0,info-provide,"Agreement, LocationQuestion"
f2de3d97-b8cd-4bd4-bf08-2d246df8573f,3c,NA,accept,"ContingentPlan, KnowledgeSharing, MakeCommitment, ReportLocation"
11a735d7-6f20-492a-833c-0550e786d75a,4a.5a,NA,assert.action-directive,
bba16ee9-353e-43dc-9d1c-35a4702de854,6a,NA,commit,"Agreement, Agreement, YesNoQuestion"
0158303c-b5de-4ea3-aa21-f9593cc69460,6b,1.0,acknowledge,"Agreement, Precedence, Precedence, Precedence"
029d0966-d7d0-479e-98e3-d4f9b2628cb8,7a,NA,assert,"Agreement, YesNoQuestion"
95135c9d-da51-4f05-8ec4-e13dac3ff0bc,8a,NA,assert,"Agreement, MakeCommitment, Move"
1feb9e88-4798-48bb-8567-148806163910,9a,NA,assert,
c999a7d8-5ae1-41af-989f-744a6aea5d2f,10a,NA,assert,Agreement
d5e125c8-9ea4-4f3c-ac4b-29b7d46b6004,10b,1.0,acknowledge,Sight
748360f7-de00-4c4a-86ec-4130755da8c9,11a,NA,assert,Agreement
afff928f-516e-4ad0-95bc-b85861f08d2b,12a,NA,assert,Precedence
5f673c42-01c2-4579-b91a-e9ff342a589e,13a,NA,info-request,"Agreement, KnowledgeSharing"
33be38f8-9ec2-48dc-9e4a-b5f06001853d,13b,2.0,info-provide,LocationQuestion
195f5a02-7fcd-4e65-afe1-78c3f0dc7c44,13c.14a,NA,acknowledge.assert,"HelpCommand, Instruction"
46a0f925-3ee2-4d4d-8a58-ddf6c969da82,15a,NA,info-request,
3163b8d7-ff28-4041-aa8d-06e27dd3f200,15b,3.0,info-provide,KnowledgeSharing
d0885111-abb3-4d78-b9d3-532bd038d95d,16a,NA,assert,
ea4d6e27-b3c4-49c0-a21c-4659778154bb,16b.17a,1.0,acknowledge.commit,DeliberatePlan
236172c3-190a-4909-8d3c-9abb00d6d71a,17b.18a,2.0,info-provide.assert,AmTrapped
9dc175b3-cd5c-4c48-ad68-0151ae65649a,19a,NA,assert,
8e1dfea6-be65-47a6-80ec-952d517d165c,19b,1.0,acknowledge,
0d936678-1626-4ea2-8e19-bfc7284d24f8,20a.21a,NA,assert.assert,OnMyWay
9c459de4-384e-4f11-8992-a8e5a3ea10cd,22a,NA,assert,"KnowledgeSharing, ReportLocation, YesNoQuestion"
d7e4228e-55e9-4395-919f-75d95e62c1b4,23a,NA,assert,KnowledgeSharing
695e34cf-9710-4842-9743-e15a1162c674,23b-1,1.0,acknowledge,
476f7397-8560-4d1e-b230-8e86a78456d4,24a,NA,assert,"Agreement, Agreement"
45671b0a-4930-4c4b-9cf3-930fbd6a5f75,23b-2.25a,1.0,acknowledge.action-directive,
2939eb5a-ad2a-43fd-bf52-f2a7e2abfe5f,23c,NA,acknowledge,MarkerBlock
a224cfdc-a963-4787-b851-7bbd08a0112a,26a,NA,commit,
cca53b7c-b188-43c6-8cb4-9a4e354ec9b2,26b,1.0,acknowledge,"Agreement, DeliberatePlan"
c4c8a29f-045a-4052-b651-2d99fd5fc4f1,27a,NA,assert,TimeUnit
ab93fb5f-0429-4963-acaf-2e23d5ef2006,27b.28a,2.0,acknowledge.assert,"DeliberatePlan, Precedence"
7c1c148a-0bbf-487a-bdf8-edb1cf849987,29a,NA,info-request,LocationQuestion
5f2b2301-a90a-4d81-8ea1-fae9e8dfa4e8,29b.30a,3.0,info-provide.assert,
4a37e232-014a-4570-b4a5-b1a0733935ae,31a,NA,assert,MoveTo
c604e1c7-c840-4163-93d8-5c9d84077ea7,32a,NA,info-request,
1562056c-b1b2-4a73-b71a-94d260339c6c,33a,NA,assert,AmTrapped
92377385-f937-49d6-918b-16dac268d9ac,34a,NA,action-directive,"MarkerBlock, PlaceMarker, YesNoQuestion"
ce65c32a-03ee-4fb7-906e-dacce524cee5,34b,2.0,accept,
2614aeeb-d994-49bb-9b44-a5c6dac12b9f,35a,NA,action-directive,OnMyWay
54d4bf37-8b6b-4eca-b06d-8ba23b838205,35b,1.0,acknowledge,Gratitude
9a30e0b2-8ac7-4d1a-a05e-dce972222844,36a,NA,commit,Agreement
ff55dd7c-f3d3-4216-aa93-096f3523f692,36a+,NA,commit,
dc8ca986-a1b0-4f57-a0c8-3388346f36fa,37b,3.0,follow-up-question,MakeCommitment
197ef829-21dd-4e63-90e1-961b63fce8a2,37a,NA,action-directive,"Enter, Precedence"
e6afebfb-3dce-4a50-a34f-bc23bed8b399,38a,NA,action-directive,
51ce9472-1749-4b0f-9ebd-eaf8c6ad145d,38b-1,2.0,info-provide,
3481f5b8-d21b-4d28-aba4-c52352fd7172,38b-2,3.0,accept,MoveVictim
d9482a65-358f-4825-b73c-fa8f94e0da27,38c,NA,acknowledge,LocationQuestion
cf8d3783-1e75-440d-a771-b5c90e543913,39a,NA,action-directive,
2f799ed0-41cc-4de8-b2f5-09b63cef4442,40a,NA,assert,"SOSMarker, YesNoQuestion"
a6e3e60f-25f8-4a16-a8ef-da7f0cdedb76,40b,3.0,info-provide,SOSMarker
d6e1b9e3-2a66-4199-a240-f17496c459b0,40c,NA,acknowledge,LocationQuestion
5c0055aa-c069-432d-8e8d-0f5ebc9b4bbb,41a,NA,assert,"Clear, NeedAction, ReportLocation"
528d59e1-643e-43d8-af7b-abe8f0aa67ce,42a.43a,NA,action-directive.commit,
36fff5cd-120c-46c7-b5b0-d875199a006a,42b.43b,1.0,accept.acknowledge,Agreement
6357f011-b722-467b-9425-c6edd7379f39,44a,NA,info-request,Instruction
89411494-c0e1-4904-bc30-4670bea83e13,44b,2.0,info-provide,"Agreement, KnowledgeSharing"
ef390994-13da-44b0-b144-a49ea920d5f7,45a,NA,commit,Agreement
ee339361-e9c0-4a46-95dd-4307ea8eeaa5,45b,1.0,acknowledge,"ContingentPlan, MakeCommitment, MoveVictim, Save"
ebc26e1e-80b7-45d1-b40a-c72aa7007d6c,46a,NA,action-directive,MoveTo
fd12612e-2db2-4442-9add-bc704849b36a,46b.47a,3.0,follow-up-question.assert,
dc89a8c6-379e-4d00-a7d9-b24218553e56,48a,NA,assert,
a2919863-5ef0-4dab-9532-947a9d9dcc8a,47a+,NA,assert,"Clear, Search, YesNoQuestion"
69ed898a-e66f-4443-875a-3fc58d8bfbcd,49a,NA,info-request,Agreement
95dfa4df-cc0c-4e77-85c8-fdfeb9fb3187,49b,2.0,info-provide,
af141e4b-af73-4133-b97a-ddd8ee53b039,49c.50a,NA,acknowledge.action-directive,
25bed93a-c096-45ff-baf1-53be43b2d480,51a,NA,assert,ReportThreatRoom
14564b5e-eec1-4b1d-adad-3e9268224e47,52a,NA,action-directive,"Agreement, Gratitude, MakeCommitment, YesNoQuestion"
df74a7a3-67bd-46b6-8449-40e70c227981,53a,NA,assert,
63e8cff7-7475-4829-8034-7ff1a816746a,53b,2.0,info-provide,
7710a473-870d-4b13-a5f5-f221802ebdbf,54a,NA,info-request,
e26000a9-dd28-4a51-9550-fac30f4b8629,55a,NA,assert,
fcade7d3-a354-483f-acf8-814310869bfa,56a,NA,assert,YesNoQuestion
ef7f47f7-ee3c-4106-8259-a477f957e96a,57a,NA,assert,Agreement
237e4fc3-9e47-4a30-8792-f22716cdfb0b,58a,NA,assert,"Clear, NeedAction"
b3814bc6-dcd2-4c6a-b610-e007f73407b1,58b,1.0,acknowledge,
a87d3afe-c2e7-43f3-a65f-754bc0cd4cc9,57b,1.0,acknowledge,"Block, Clear, MakeCommitment"
0c38dad7-9a95-4286-a27e-4ac97215843f,59a,NA,commit,Agreement
edae96e9-d63b-442f-91cf-2ac795d468f7,60a,NA,assert,MoveVictim
94fc1b13-7626-493e-916b-049d66a7576e,60a+,NA,assert,Agreement
5db083a5-1e7f-4c9d-af92-edb2643d4bfd,61a,NA,assert,
2d7771eb-2ae9-4d41-ac27-b6e1e1d46e8d,61b.62a,3.0,acknowledge.commit,Agreement
a4a51b38-b7e9-480e-867a-c5642768dbc0,63a,NA,action-directive,
ab4dc49b-31ca-4a5b-9462-41dabeb9d5a7,63b.64a,1.0,accept.assert,Clear
eef5f2ea-d3c0-4e90-925a-b06adb8af865,63c,NA,acknowledge,"MakeCommitment, YesNoQuestion"
122a34e5-b08b-4d9e-b95e-d8142765ca51,65a,NA,assert,Question
84555ac6-cfa8-4619-876e-afb8b3545d7d,66a,NA,action-directive,
56152fb2-1ed9-484b-9e07-ad4fd070a652,66b,2.0,info-provide,
cf535cb6-d483-4c20-bef0-c7762f24e4e4,67a,NA,assert,
9ba8c5c3-626e-4cf0-b9dd-d87c28416f84,67b,2.0,info-provide,"Agreement, OnMyWay"
a560dc94-2253-4b84-ac6c-72427b224b9a,67c.68a,NA,acknowledge.commit,Agreement
85fc66f1-818a-41d5-827c-f764bdf0a0c5,69a,NA,action-directive,RoomClear
4999d870-c95f-464c-88bd-d287530a1654,70a,NA,assert,"Gratitude, HelpCommand, Instruction"
ddd1e93f-507c-4d8b-9c17-eac5c50dbd66,71a,NA,assert,
ab2aefbb-c098-4fe4-add9-c6ab850e5581,72a,NA,commit,
60fe2a2b-769c-40ad-9cc5-b6b3d81a764b,71b.72b,1.0,acknowledge.acknowledge,
1cb7db8b-e543-4b0b-b02a-b263bb9fcb40,73a,NA,info-request,
99ecf0cd-4a70-4a4a-b311-650a49ed539f,74a,NA,assert,
3237b5dc-3c52-4044-80e6-5075792b1b08,75a,NA,info-request,"DeliberatePlan, Search"
57d74e8d-2ffd-44f1-8d72-ace897783a3f,76a,NA,info-request,Damage
544dae6b-d9e3-4758-8c22-d12f689306a4,76b.77a,1.0,info-provide.action-directive,"Block, HelpRequest, LocationQuestion"
a6bd7791-2b50-4b90-b998-e2d2f8c4e826,78a,NA,action-directive,Agreement
b4838fa0-21e8-40dc-aac7-c5a1f5df72b9, ,NA,NA,Agreement
76e0ce8d-c697-420b-9060-288e7b55d038,79a,NA,info-request,
1c93b2a0-22a7-473a-b7fc-f967fd0b3ce1,80a,NA,assert,
4a68ec74-aace-4ad5-8728-a0594ad29c8a,81a,NA,assert,
74ad4b93-8650-4e6a-99c9-656474d1c54d,82a,NA,assert,KnowledgeSharing
7194b282-059d-460e-afd6-a3f7751035b5,83a,NA,assert,YesNoQuestion
91bd6918-06e4-4e52-ba5b-03f2d1496db6,84a,NA,action-directive,"Instruction, KnowledgeSharing"
ab4827ee-2416-4ae9-8869-9977a7c42d9d,85a,NA,assert,
c395fa9a-9bd4-4ab9-9b89-caf602d7ba97,86a,NA,assert,
90337e8d-89e3-40ef-882f-324c7eb8dfb2,86b,3.0,info-provide,Agreement
0b087941-fec3-4e61-99dc-fb53ac6c2c73,86c.87a,NA,acknowledge.commit,AmTrapped
fec39482-aea5-4796-b927-d487b44f0d1f,88a,NA,assert,Disagreement
0ab22a88-55c0-4225-bdb7-2e35d4682ece,89a,NA,commit,
fc8081f9-895d-4b34-b90f-aee09999f7b7,89a+,NA,commit,"KnowledgeSharing, TimeUnit"
7f2138e2-e5f3-4f2c-ba2d-9086525934ef,90a,NA,action-directive,
c3ffe083-0851-42b6-9bfd-fb543ec36abd,91a,NA,assert,
a6d7486a-daa0-413f-8304-38a130b639c4,92a.93a.94a,NA,assert.info-request.action-directive,
65148d5c-1478-45fc-8a30-7ae74c637c4a,94b.95a,2.0,accept.info-request,Agreement
77bca869-b781-4d00-a992-a55660e4a169,96a.97a,NA,commit.assert,"Agreement, DeliberatePlan"
0bac82d8-135e-48c9-a419-6ba73f89c186,96b.97b-1,1.0,acknowledge.acknowledge,"Agreement, Precedence"
8b5ecf9c-1f89-48dc-8ca7-114010111951,97b-2,2.0,info-provide,"Agreement, Agreement, MoveTo, Precedence, Precedence, Precedence"
cfe6cd18-f22d-4e44-8e1b-02789e93eef2,98b,2.0,info-provide,"DeliberatePlan, Precedence, Precedence"
4d27d600-6dee-40db-946b-1cf19aaa3d96,98c.99a,NA,acknowledge.assert,
79726c04-b435-456a-923e-04b7f91a0cfb,99a+,NA,assert,Agreement
8785f2fa-06c6-4fa8-854e-fff8f1b4801c,100a,NA,commit,"Agreement, AmTrapped, DeliberatePlan, MakeCommitment"
69d24f58-9557-4778-863d-5c4afdde92d9,100a+,NA,commit,
58c64e2e-b0b1-40b0-ac2b-9679811cf366,101a,NA,info-request,
36ecf68b-10b3-4361-86bc-bda96cacf4d6,101b,3.0,info-provide,
15e501f9-62e2-4307-9476-1cba693d9582,102a,NA,assert,DeliberatePlan
29fd9ab4-8150-4bdc-88f3-206ab60f48aa,102b,1.0,acknowledge,MakeCommitment
21a6636c-a5f2-43fe-91bb-823b89a484aa,103a,NA,assert,"Agreement, Agreement, DeliberatePlan, YesNoQuestion"
181750e3-2eab-4d12-bfd5-378457014cb8,1b,3.0,info-provide,Gratitude
d8a21e2d-2120-4b14-85ed-7d530f37e14a,1a,NA,info-request,
d6e10f04-98f1-442f-9cf4-23fa6944d2a6,2a,NA,commit,KnowledgeSharing
15f04a1c-1819-4b92-9306-fb9c4e532ca9,2b.3a,1.0,acknowledge.assert,
0d89633e-c40a-484b-a006-2a73b239bf7a,4a,NA,commit,"DeliberatePlan, Gratitude"
633ffb7e-3cbc-41cb-8e1e-31eba5f2e188,4b,1.0,acknowledge,
e5fb8ffe-2980-42b3-b764-f59afab261a3,5a,NA,assert,MakeCommitment
a5685e39-3ba0-43a6-9b2c-dd5805c67f6a,5b,2.0,accept,
fddd9e38-de19-498e-9e82-d7a02974c583,6a,NA,action-directive,"DeliberatePlan, Search"
fcfe5f96-4624-4af8-b69d-a78ecc5eb310,7a,NA,commit,Agreement
0843fc2f-e494-4cc1-a111-588c0e995f37,8a,NA,info-request,"Agreement, KnowledgeSharing"
18a21bd0-13c8-4358-9be0-d70527c4817b,8b,3.0,info-provide,
bdd93fb4-011e-48d5-8ba8-a12cfd4a71b7,9a,NA,assert,
772f1ed5-1345-4be4-8849-c4e5de41f4bd,9a+,NA,assert,Question
edb8baba-d32c-4dfb-93dc-6b38c5a565cf,9b,3.0,accept,
c58ab3ec-3b23-4e5e-a2bc-695b0867f54a,10a,NA,action-directive,
5179725c-781e-4e45-9ced-e7d2b1b05233,10b,1.0,accept,
d18ab038-e511-49b4-a2a4-f4c339f06af4,11a,NA,action-directive,"Agreement, KnowledgeSharing, MakeCommitment, MoveTo, Precedence"
6d995290-6a74-4881-a7a9-23136c15bab6,12a,NA,action-directive,
7f407917-9ac2-4c9b-8e7f-86b684db1494,12b,2.0,accept,DeliberatePlan
80071136-e203-4a1c-a2b6-d75c246eeccd,12c,NA,acknowledge,Agreement
143e7275-551d-458a-bafa-1cfbec0f5af4,13a,NA,action-directive,MakeCommitment
0ba68d9d-54f8-47bd-8961-d92b96837a3e,13b,2.0,accept,
542049df-1b05-48c5-bc79-96cd70b6fea7,14a,NA,commit,
6478c31d-879c-4d6f-b3e9-1cea6fac3dd4,14b,1.0,acknowledge,
111a5016-a03f-43ad-9d30-ac2bb82f0c39,15a,NA,action-directive,Agreement
3bf225c4-0869-4ba2-8b68-c161b23c8e19,15b,3.0,info-provide,Instruction
4f9cb5ca-1f59-4329-b1f2-29793ba98a86,16a,NA,action-directive,Agreement
ad09e520-deba-4b01-a2b7-f7b8eb81fb3a,17a,NA,assert,"KnowledgeSharing, Search, YesNoQuestion"
6d23f204-5a0c-4fab-a781-a1b2d94ed575,17b,3.0,info-provide,Disagreement
089020c4-32f0-4805-b8e4-b05d25a05721,17c,NA,acknowledge,"Agreement, Move"
58df33fe-fd58-4d23-a995-6511bc4fe462,17c+,NA,acknowledge,Agreement
c53fa4fe-4241-4517-9a00-11c7978d65f2,18a.19a,NA,assert.action-directive,MoveTo
c62c4f27-71b7-44ce-814e-8cfa52b029eb,18b.19b,1.0,acknowledge.accept,Instruction
8a91b515-c856-4147-a290-24a931605cb9,20a,NA,assert,
7201283b-2d7d-49b0-bbad-01a228a17a63,21a,NA,info-request,Instruction
20dee759-3583-4631-8e4b-40ab422dd47e,22a,NA,assert,
50c48cdf-54e3-4936-ab1a-12e934edd784,22a+,NA,assert,
ffc42e7c-0a3e-48f9-871d-8e89f88e988c,22b,2.0,acknowledge,Agreement
69c2ef47-39cd-479a-8cfe-a77089839e53,23a,NA,commit,
41639efb-595f-4e46-b3d3-c25759587ace,23b,1.0,acknowledge,Agreement
a2b406a5-0257-4dbb-b7cc-ed893215cf6c,24a,NA,info-request,Sight
57117eba-b3a4-4651-ad9d-004742227803,24a+,NA,info-request,
e9bd6a86-310b-4e0d-a9ad-3a778f322e3c,24a++,NA,info-request,Agreement
2734e92c-e62e-400f-8a94-2ddd125c6d0c,25a,NA,info-request,
7a6cd919-872e-42c9-b003-1e613a139aff,24b.25b,3.0,info-provide.info-provide,DeliberatePlan
3ed953c7-d69f-48b3-ac5d-024ffb43f860,24c,NA,acknowledge,Agreement
14cb6e59-61a7-45ba-ad93-b8ced1acea1c,26a,NA,action-directive,Precedence
1330e874-6246-4519-9a56-9964df243069,27a.28a,NA,action-directive.commit,"Agreement, YesNoQuestion"
e92e3059-78d0-4959-81f0-0c2e0634faec,26b.27b.28b,1.0,accept.accept.acknowledge,
1f18e85b-6237-45f1-a380-c568a02c4468,29a,NA,assert,
b5610a94-e95d-47f4-9bdf-7009869e9bd0,29b.30a,3.0,info-provide.commit,
79617ba2-862a-4369-a2ec-3fb43472b788,31a,NA,action-directive,
1dd62365-8755-49bd-b346-5f7ff872b462,31b,2.0,accept,KnowledgeSharing
fbd55536-5a35-413a-afc2-0f539e97fa93,31b+,2.0,accept,YesNoQuestion
4d806311-8195-453a-9c16-362fcc9d1310,31c,NA,acknowledge,
1ec6fbcd-4e9b-4eab-906e-1cb72620cd47,32a,NA,assert,
6ab1306c-4295-4fd8-88d1-cc0024f8b7eb,33a,NA,assert,Move
21b82681-05e5-4e9a-b83f-04cd5dbdec0f,32b.33b,1.0,acknowledge.acknowledge,Instruction
4261cdf3-4136-4030-9879-45e272d02ad9,33b+,1.0,acknowledge,
54f86015-acaa-4468-b2d8-c5b868ee9ccd,34a,NA,assert,
e0c75424-c461-4f27-bf60-da0be167ed0d,34b,1.0,acknowledge,Agreement
412b8ea8-a810-4fe3-9291-1671b49fddb7,35a,NA,info-request,
cc2e29ee-4a9f-4666-a982-ccd4d88c3f05,35a+,NA,info-request,YesNoQuestion
8c212e63-1e0b-4ce3-8631-2adccc3936c8,35b-1,3.0,info-provide,
35104033-7bf7-49be-a284-76f50dab3608,35c,NA,acknowledge,
3f1ef44c-44bb-4454-ab08-30f47dcbedf6,35b-2.36a,3.0,info-provide.info-request,Agreement
9c4139cd-a141-4659-9fb1-0345728ba572,36b,3.0,info-provide,"ContingentPlan, DeliberatePlan"
e60b1d71-0915-4dd6-a7df-1a379c15ddc4,36c,NA,info-provide,
71a22fb4-3693-4184-9663-75639008681a,37a,NA,action-directive,
229bf85c-edaa-4c1f-bbe2-2d91b427e799,37a+,NA,action-directive,OnMyWay
1cd29e4f-9969-4120-9475-3f4bcc3816b9,37a++,NA,action-directive,
4514c66a-b600-45c3-8cfa-d9a59b562b1b,37a+++,NA,action-directive,YesNoQuestion
fa7784ff-3a03-4206-8528-3f43e2e5650f,37b-1,3.0,follow-up-question,
6591bd9d-d5eb-46b4-a9c0-021a77066052,37b-2,1.0,acknowledge,
4a53add9-8a07-4536-a79f-3043364dd2bc,38a,NA,assert,
144e3bf4-0547-45c0-95b3-0c40e95c31a2,38a+,NA,assert,LocationQuestion
a284515c-edfb-48b9-80b1-c753ec80c8ee,39a,NA,action-directive,
d747124a-e659-4221-8a26-0b6a5c786572,39a+,NA,action-directive,Agreement
59355da2-0ec1-42e5-beb1-47551cfa772b,39b-1,2.0,acknowledge,
78ffb103-c3dd-45ce-8cac-cec6d19a574d,39b-2,1.0,accept,
ef7621c5-a265-4f7e-8cfd-f850176e6da8,39c,NA,acknowledge,"DeliberatePlan, Enter, Gratitude, MakeCommitment, YesNoQuestion"
81bb9268-88eb-4cf1-8e20-8d1f8439aff6,40a,NA,assert,
56dbdc58-c039-44da-baa3-7fa54b79f771,41a,NA,assert,
a6f21db0-7227-4c94-bee8-729dfa63c29f,42a,NA,assert,GPS
450a68f5-2652-4f39-a236-2f0094870f0d,42a+,NA,assert,
520d6033-21ad-4298-b7a1-ac4f769455f5,42a++,NA,assert,Agreement
cf4b27d2-80e9-4d08-8499-bf45d5391c49,43a,NA,assert,DeliberatePlan
4356aaab-a001-4d4d-84e5-c407300bf702,43b,3.0,acknowledge,Agreement
e9ef0015-7a38-40ee-ba32-a661b46052c5,44a.45a,NA,assert.action-directive,
afad8acb-1d58-4eed-8dca-8ef7fbaea142,44b.45b,3.0,acknowledge.accept,
535b54d7-2fc5-41be-95fb-1252c16020aa,46a,NA,info-request,Agreement
20490d15-8baf-411a-8a9d-20b5117962c6,46b,3.0,info-provide,"Agreement, MoveEntity"
8a218f3a-88d2-4161-89d3-5c1d69da9563,47a,NA,assert,"Agreement, GPS"
ab00c20f-6667-43c2-8308-97e942744ccc,48a,NA,assert,Agreement
c4f9be60-b2f0-4f50-826d-d0c0ff1eaabb,49a,NA,action-directive,
19eda31d-7a6f-4a7e-9a25-f667c88392bd,49b,2.0,info-provide,"Move, YesNoQuestion"
b52d40c8-80d5-41a2-946d-d9e35b16b688,50a,NA,assert,DeliberatePlan
c0161375-e823-4c9a-af7f-75a38e314ba4,50a+,NA,assert,
8a6a0666-ff0a-4c50-8435-c930be3f93af,51a,NA,assert,Agreement
dfc173b9-6593-4469-8e62-f13ec69e0f88,1a,NA,assert,"Agreement, Sight"
04cf8a3c-09d3-492a-8cae-112318d9bbd9,1b,2.0,accept,Instruction
d5ca5179-a261-4f38-b6a0-5154a21cdf3d,1c,NA,acknowledge,
175653f0-18c5-4f09-bf4a-60507c1660dc,2a,NA,assert,
faf6b938-8e41-4af3-bee2-8121c516ad23,2b,2.0,accept,Agreement
fabc6375-5026-4191-b7a0-26b592144ccd,3a,NA,assert,
a02de515-00b6-4af1-9ab3-e85cfa1da3f4,4a,NA,action-directive,
fc971952-79d7-4b87-9983-81670539fd06,5a,NA,info-request,
958e815b-fe65-419e-8bc9-ef95f603c1c2,5b,3.0,info-provide,Agreement
b5451767-d7cf-4d10-a9b7-cbfaf8c1d553,5c,NA,info-provide,
c4590526-e5b8-4e4c-afc8-7827a574fd3d,6a,NA,assert,
